timestamp,symbol,side,qty,entry,mid,pnl_share,pnl,pnl_pct
2025-06-04T14:08:04.972217,QQQ250604P00525000,long,2,0.51,0.9245000000000001,0.4145000000000001,82.90000000000002,
2025-06-04T14:08:05.048514,QQQ250604P00528000,short,-2,1.435,2.3449999999999998,-0.9099999999999997,181.99999999999994,
2025-06-04T14:08:13.860808,QQQ250604P00525000,long,2,0.51,0.945,0.43499999999999994,86.99999999999999,
2025-06-04T14:08:13.938234,QQQ250604P00528000,short,-2,1.435,2.41,-0.9750000000000001,195.00000000000003,
2025-06-04T14:13:18.101390,QQQ250604P00525000,long,2,0.51,0.545,0.03500000000000003,7.000000000000006,
2025-06-04T14:13:18.181338,QQQ250604P00528000,short,-2,1.435,1.52,-0.08499999999999996,16.999999999999993,
2025-06-04T14:13:26.567372,QQQ250604P00525000,long,3,0.52,0.5449999999999999,0.02499999999999991,7.499999999999973,
2025-06-04T14:13:26.640010,QQQ250604P00528000,short,-3,1.473333,1.5550000000000002,-0.08166700000000016,24.500100000000046,
2025-06-04T14:18:31.525709,QQQ250604P00525000,long,4,0.525,0.4645,-0.0605,-24.2,
2025-06-04T14:18:31.610194,QQQ250604P00528000,short,-4,1.485,1.4,0.08500000000000019,-34.00000000000007,
2025-06-04T14:18:39.479937,QQQ250604P00525000,long,4,0.525,0.4545,-0.07050000000000001,-28.200000000000003,
2025-06-04T14:18:39.563090,QQQ250604P00528000,short,-4,1.485,1.3450000000000002,0.1399999999999999,-55.99999999999996,
2025-06-04T14:23:44.641470,QQQ250604P00525000,long,6,0.495,0.4995,0.004500000000000004,2.7000000000000024,
2025-06-04T14:23:44.714473,QQQ250604P00528000,short,-6,1.431667,1.47,-0.03833299999999995,22.999799999999972,
2025-06-04T14:23:52.879087,QQQ250604P00525000,long,6,0.495,0.475,-0.020000000000000018,-12.00000000000001,
2025-06-04T14:23:52.966278,QQQ250604P00528000,short,-6,1.431667,1.47,-0.03833299999999995,22.999799999999972,
2025-06-04T14:28:57.819799,QQQ250604P00525000,long,8,0.495,0.335,-0.15999999999999998,-127.99999999999999,
2025-06-04T14:28:57.891714,QQQ250604P00528000,short,-8,1.43625,1.14,0.2962500000000001,-237.0000000000001,
2025-06-04T14:29:06.367128,QQQ250604P00525000,long,8,0.495,0.365,-0.13,-104.0,
2025-06-04T14:29:06.440838,QQQ250604P00528000,short,-8,1.43625,1.07,0.36624999999999996,-293.0,
2025-06-04T14:34:11.263575,QQQ250604P00525000,long,8,0.495,0.275,-0.21999999999999997,-175.99999999999997,
2025-06-04T14:34:11.337866,QQQ250604P00528000,short,-8,1.43625,0.965,0.47125000000000006,-377.00000000000006,
2025-06-04T14:34:19.513962,QQQ250604P00525000,long,8,0.495,0.325,-0.16999999999999998,-136.0,
2025-06-04T14:34:19.592628,QQQ250604P00528000,short,-8,1.43625,1.0295,0.40674999999999994,-325.4,
2025-06-04T14:39:24.460177,QQQ250604P00525000,long,8,0.495,0.345,-0.15000000000000002,-120.00000000000001,
2025-06-04T14:39:24.536966,QQQ250604P00528000,short,-8,1.43625,1.21,0.22625000000000006,-181.00000000000006,
2025-06-04T14:39:35.736200,QQQ250604P00525000,long,8,0.495,0.385,-0.10999999999999999,-87.99999999999999,
2025-06-04T14:39:35.809811,QQQ250604P00528000,short,-8,1.43625,1.31,0.12624999999999997,-100.99999999999997,
2025-06-04T14:44:38.136331,QQQ250604P00525000,long,9,0.484444,0.38449999999999995,-0.09994400000000003,-89.94960000000003,
2025-06-04T14:44:38.230605,QQQ250604P00528000,short,-9,1.416667,1.23,0.18666699999999992,-168.00029999999992,
2025-06-04T14:44:48.945657,QQQ250604P00525000,long,9,0.484444,0.365,-0.119444,-107.4996,
2025-06-04T14:44:49.047277,QQQ250604P00528000,short,-9,1.416667,1.205,0.21166699999999983,-190.50029999999984,
2025-06-04T14:49:51.521621,QQQ250604P00525000,long,9,0.484444,0.345,-0.139444,-125.49960000000002,
2025-06-04T14:49:51.598448,QQQ250604P00528000,short,-9,1.416667,1.145,0.2716669999999999,-244.5002999999999,
2025-06-04T14:50:01.880769,QQQ250604P00525000,long,9,0.484444,0.345,-0.139444,-125.49960000000002,
2025-06-04T14:50:01.953802,QQQ250604P00528000,short,-9,1.416667,1.15,0.266667,-240.00029999999998,
2025-06-04T14:55:05.348701,QQQ250604P00525000,long,9,0.484444,0.315,-0.16944399999999998,-152.4996,
2025-06-04T14:55:05.448602,QQQ250604P00528000,short,-9,1.416667,1.08,0.3366669999999998,-303.00029999999987,
2025-06-04T14:55:15.153986,QQQ250604P00525000,long,9,0.484444,0.335,-0.14944399999999997,-134.49959999999996,
2025-06-04T14:55:15.230308,QQQ250604P00528000,short,-9,1.416667,1.125,0.2916669999999999,-262.5002999999999,
2025-06-04T15:00:19.152797,QQQ250604P00525000,long,9,0.484444,0.20450000000000002,-0.27994399999999997,-251.94959999999998,
2025-06-04T15:00:19.230281,QQQ250604P00528000,short,-9,1.416667,0.75,0.6666669999999999,-600.0002999999999,
2025-06-04T15:00:28.271583,QQQ250604P00525000,long,9,0.484444,0.2245,-0.25994399999999995,-233.94959999999995,
2025-06-04T15:00:28.342200,QQQ250604P00528000,short,-9,1.416667,0.765,0.6516669999999999,-586.5002999999999,
2025-06-04T15:05:32.846804,QQQ250604P00525000,long,9,0.484444,0.175,-0.309444,-278.4996,
2025-06-04T15:05:32.927557,QQQ250604P00528000,short,-9,1.416667,0.745,0.6716669999999999,-604.5002999999999,
2025-06-04T15:05:41.701170,QQQ250604P00525000,long,9,0.484444,0.215,-0.269444,-242.49960000000002,
2025-06-04T15:05:41.774703,QQQ250604P00528000,short,-9,1.416667,0.74,0.6766669999999999,-609.0002999999999,
2025-06-04T15:10:46.092085,QQQ250604P00525000,long,9,0.484444,0.195,-0.289444,-260.4996,
2025-06-04T15:10:46.171933,QQQ250604P00528000,short,-9,1.416667,0.685,0.7316669999999998,-658.5002999999998,
2025-06-04T15:10:54.936985,QQQ250604P00525000,long,9,0.484444,0.155,-0.32944399999999996,-296.4996,
2025-06-04T15:10:55.016176,QQQ250604P00528000,short,-9,1.416667,0.675,0.7416669999999999,-667.5002999999998,
2025-06-04T15:16:00.175910,QQQ250604P00525000,long,9,0.484444,0.165,-0.31944399999999995,-287.49959999999993,
2025-06-04T15:16:00.260875,QQQ250604P00528000,short,-9,1.416667,0.615,0.8016669999999999,-721.5002999999999,
2025-06-04T15:16:08.062415,QQQ250604P00525000,long,9,0.484444,0.14500000000000002,-0.33944399999999997,-305.4996,
2025-06-04T15:16:08.137733,QQQ250604P00528000,short,-9,1.416667,0.645,0.7716669999999999,-694.5002999999999,
2025-06-04T15:21:13.291523,QQQ250604P00525000,long,9,0.484444,0.20500000000000002,-0.27944399999999997,-251.49959999999996,
2025-06-04T15:21:13.369777,QQQ250604P00528000,short,-9,1.416667,0.69,0.726667,-654.0002999999999,
2025-06-04T15:21:24.354927,QQQ250604P00525000,long,9,0.484444,0.20500000000000002,-0.27944399999999997,-251.49959999999996,
2025-06-04T15:21:24.431784,QQQ250604P00528000,short,-9,1.416667,0.675,0.7416669999999999,-667.5002999999998,
2025-06-04T15:26:26.688620,QQQ250604P00525000,long,9,0.484444,0.195,-0.289444,-260.4996,
2025-06-04T15:26:26.766088,QQQ250604P00528000,short,-9,1.416667,0.6599999999999999,0.756667,-681.0003,
2025-06-04T15:26:36.974157,QQQ250604P00525000,long,9,0.484444,0.195,-0.289444,-260.4996,
2025-06-04T15:26:37.047330,QQQ250604P00528000,short,-9,1.416667,0.605,0.8116669999999999,-730.5002999999999,
2025-06-04T15:31:39.812403,QQQ250604P00525000,long,9,0.484444,0.255,-0.22944399999999998,-206.4996,
2025-06-04T15:31:39.890047,QQQ250604P00528000,short,-9,1.416667,0.855,0.5616669999999999,-505.5002999999999,
2025-06-04T15:31:49.641319,QQQ250604P00525000,long,9,0.484444,0.235,-0.249444,-224.4996,
2025-06-04T15:31:49.715896,QQQ250604P00528000,short,-9,1.416667,0.855,0.5616669999999999,-505.5002999999999,
2025-06-04T15:36:53.235563,QQQ250604P00525000,long,9,0.484444,0.215,-0.269444,-242.49960000000002,
2025-06-04T15:36:53.313516,QQQ250604P00528000,short,-9,1.416667,0.725,0.6916669999999999,-622.5002999999999,
2025-06-04T15:37:02.157763,QQQ250604P00525000,long,9,0.484444,0.195,-0.289444,-260.4996,
2025-06-04T15:37:02.242814,QQQ250604P00528000,short,-9,1.416667,0.725,0.6916669999999999,-622.5002999999999,
2025-06-04T15:42:06.165070,QQQ250604P00525000,long,9,0.484444,0.195,-0.289444,-260.4996,
2025-06-04T15:42:06.237699,QQQ250604P00528000,short,-9,1.416667,0.665,0.7516669999999999,-676.5002999999998,
2025-06-04T15:42:14.924919,QQQ250604P00525000,long,9,0.484444,0.155,-0.32944399999999996,-296.4996,
2025-06-04T15:42:15.007649,QQQ250604P00528000,short,-9,1.416667,0.665,0.7516669999999999,-676.5002999999998,
2025-06-04T15:47:18.692701,QQQ250604P00525000,long,9,0.484444,0.225,-0.259444,-233.49960000000004,
2025-06-04T15:47:18.769468,QQQ250604P00528000,short,-9,1.416667,0.785,0.6316669999999999,-568.5002999999999,
2025-06-04T15:47:27.776607,QQQ250604P00525000,long,9,0.484444,0.185,-0.299444,-269.4996,
2025-06-04T15:47:27.866573,QQQ250604P00528000,short,-9,1.416667,0.725,0.6916669999999999,-622.5002999999999,
2025-06-04T15:52:31.422373,QQQ250604P00525000,long,9,0.484444,0.195,-0.289444,-260.4996,
2025-06-04T15:52:31.497238,QQQ250604P00528000,short,-9,1.416667,0.71,0.7066669999999999,-636.0002999999999,
2025-06-04T15:52:40.572912,QQQ250604P00525000,long,9,0.484444,0.195,-0.289444,-260.4996,
2025-06-04T15:52:40.647281,QQQ250604P00528000,short,-9,1.416667,0.74,0.6766669999999999,-609.0002999999999,
2025-06-04T15:57:44.220843,QQQ250604P00525000,long,9,0.484444,0.195,-0.289444,-260.4996,
2025-06-04T15:57:44.301473,QQQ250604P00528000,short,-9,1.416667,0.765,0.6516669999999999,-586.5002999999999,
2025-06-04T15:57:53.549091,QQQ250604P00525000,long,9,0.484444,0.185,-0.299444,-269.4996,
2025-06-04T15:57:53.625571,QQQ250604P00528000,short,-9,1.416667,0.735,0.6816669999999999,-613.5002999999999,
2025-06-04T16:02:57.226883,QQQ250604P00525000,long,9,0.484444,0.215,-0.269444,-242.49960000000002,
2025-06-04T16:02:57.300674,QQQ250604P00528000,short,-9,1.416667,0.805,0.6116669999999998,-550.5002999999998,
2025-06-04T16:03:06.257314,QQQ250604P00525000,long,9,0.484444,0.195,-0.289444,-260.4996,
2025-06-04T16:03:06.336627,QQQ250604P00528000,short,-9,1.416667,0.77,0.6466669999999999,-582.0002999999999,
2025-06-04T16:08:10.234319,QQQ250604P00525000,long,9,0.484444,0.275,-0.20944399999999996,-188.49959999999996,
2025-06-04T16:08:10.303959,QQQ250604P00528000,short,-9,1.416667,0.92,0.49666699999999986,-447.0002999999998,
2025-06-04T16:08:19.372581,QQQ250604P00525000,long,9,0.484444,0.265,-0.21944399999999997,-197.4996,
2025-06-04T16:08:19.448733,QQQ250604P00528000,short,-9,1.416667,0.935,0.48166699999999985,-433.50029999999987,
2025-06-04T16:13:23.266328,QQQ250604P00525000,long,9,0.484444,0.33499999999999996,-0.14944400000000002,-134.49960000000002,
2025-06-04T16:13:23.346019,QQQ250604P00528000,short,-9,1.416667,1.225,0.1916669999999998,-172.50029999999984,
2025-06-04T16:13:31.937329,QQQ250604P00525000,long,9,0.484444,0.345,-0.139444,-125.49960000000002,
2025-06-04T16:13:32.014175,QQQ250604P00528000,short,-9,1.416667,1.2650000000000001,0.15166699999999977,-136.5002999999998,
2025-06-04T16:18:36.101837,QQQ250604P00525000,long,9,0.484444,0.265,-0.21944399999999997,-197.4996,
2025-06-04T16:18:36.196165,QQQ250604P00528000,short,-9,1.416667,0.935,0.48166699999999985,-433.50029999999987,
2025-06-04T16:18:44.846164,QQQ250604P00525000,long,9,0.484444,0.255,-0.22944399999999998,-206.4996,
2025-06-04T16:18:44.926717,QQQ250604P00528000,short,-9,1.416667,0.925,0.49166699999999985,-442.50029999999987,
2025-06-04T16:23:48.893890,QQQ250604P00525000,long,9,0.484444,0.265,-0.21944399999999997,-197.4996,
2025-06-04T16:23:48.974225,QQQ250604P00528000,short,-9,1.416667,0.9644999999999999,0.452167,-406.9503,
2025-06-04T16:23:57.491308,QQQ250604P00525000,long,9,0.484444,0.275,-0.20944399999999996,-188.49959999999996,
2025-06-04T16:23:57.567936,QQQ250604P00528000,short,-9,1.416667,0.994,0.4226669999999999,-380.4002999999999,
2025-06-04T16:29:01.704519,QQQ250604P00525000,long,9,0.484444,0.2345,-0.249944,-224.9496,
2025-06-04T16:29:01.781273,QQQ250604P00528000,short,-9,1.416667,0.9894999999999999,0.42716699999999996,-384.45029999999997,
2025-06-04T16:29:10.285230,QQQ250604P00525000,long,9,0.484444,0.245,-0.239444,-215.49959999999996,
2025-06-04T16:29:10.366610,QQQ250604P00528000,short,-9,1.416667,1.005,0.411667,-370.5003,
2025-06-04T16:34:14.284612,QQQ250604P00525000,long,9,0.484444,0.265,-0.21944399999999997,-197.4996,
2025-06-04T16:34:14.354337,QQQ250604P00528000,short,-9,1.416667,1.06,0.35666699999999985,-321.00029999999987,
2025-06-04T16:34:23.261320,QQQ250604P00525000,long,9,0.484444,0.28500000000000003,-0.19944399999999995,-179.49959999999996,
2025-06-04T16:34:23.343429,QQQ250604P00528000,short,-9,1.416667,1.04,0.37666699999999986,-339.00029999999987,
2025-06-04T16:39:27.633737,QQQ250604P00525000,long,9,0.484444,0.235,-0.249444,-224.4996,
2025-06-04T16:39:27.713082,QQQ250604P00528000,short,-9,1.416667,1.0145,0.40216699999999994,-361.95029999999997,
2025-06-04T16:39:36.069302,QQQ250604P00525000,long,9,0.484444,0.215,-0.269444,-242.49960000000002,
2025-06-04T16:39:36.145585,QQQ250604P00528000,short,-9,1.416667,0.9894999999999999,0.42716699999999996,-384.45029999999997,
